Arne  Munch-Ellingsen,Anders  Andersen,Gordon  Blair,Valerie  Issarny,Carsten  Griwodz,Weihai  Yu,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Kaur,A.  Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. H. Schechtman,P. M. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. F. Keeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. K. Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. W. Day,L. L. Zimmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. D. Chamberlin,M. M. Astrahan,K. P. Eswaran,P. P. Griffiths,R. A. Lorie,J. W. Mehl,P.  Reisner,B. W. Wade,,,,,,,,,,,,,,,,,,,,,,,
Takashi  Hirayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adriano  Rivolli,Diogo A. Marinho,Luciano T. E. Pansanato,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Jefferson de S. Pessoa,Guido Lemos de Souza Filho,Luc&#237,dio dos Anjos F. Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcio Ferreira Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryosuke  Ichikari,Ryohei  Hatano,Toshikazu  Ohshima,Fumihisa  Shibata,Hideyuki  Tamura,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul E. Anderson,Michael L. Raymer,Benjamin J. Kelly,Nicholas V. Reo,Nicholas J. DelRaso,T. E. Doom,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel  Bodirsky,Jan  K&#225,ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max  Bramer,Richard  Ellis,Miltos  Petridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyo-Sang  Lim,Yang-Sae  Moon,Elisa  Bertino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugel  Saygin,Elisa  Bertino,Michael  Gertz,Mohamed  Mokbel,Maria Luisa Damiani,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristina  Mota,Ralph  Grishman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mai  Miyabe,Takashi  Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Mott,T. W. Sammis,Robert  Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed A. Soror,Umar Farooq Minhas,Ashraf  Aboulnaga,Kenneth  Salem,Peter  Kokosielis,Sunil  Kamath,,,,,,,,,,,,,,,,,,,,,,,,,
Song  Zou,Haiying  Xiao,Huagen  Wan,Xiaolong  Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock  Craft,Paul  Cairns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vita  Lanfranchi,Neil  Ireson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stavros  Asimakopoulos,Robert  Fildes,Alan  Dix,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas  Holzinger,Michael D. Kickmeier-Rust,Martin  Ebner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saad  Mneimneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana M. Gonzalez,Francisco J. Azuaje,Jose L. Ramirez,Jose F. da Silveira,Jose R. Dorronsoro,,,,,,,,,,,,,,,,,,,,,,,,,,
YeonJun  Choi,SeungKi  Hong,JongArm  Jun,SungIl  Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu-Xuan  Wang,Qiao-Liang  Xiang,Zhen-Dong  Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias  Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhard  Bauer,Daniel  Delling,Peter  Sanders,Dennis  Schieferdecker,Dominik  Schultes,Dorothea  Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
Ranjan  Sinha,Anthony  Wirth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Asif Kabir,A. M. Youssef,A. K. Elhakeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian  H&#252,bsch,Christoph P. Mayer,Sebastian  Mies,Roland  Bless,Oliver P. Waldhorst,Martina  Zitterbart,,,,,,,,,,,,,,,,,,,,,,,,
Eshref  Januzaj,Visar  Januzaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry  Camerlengo,Hatice Gulcin Ozer,Pearlly  Yan,Jeffrey  Parvin,Tim  Huang,Kun  Huang,Mingxiang  Teng,Lang  Li,Yunlong  Liu,Francisco  Perez,Tahsin  Kurc,,,,,,,,,,,,,,,,,,,,
Mingjiang  Ye,Ke  Xu,Jianping  Wu,Hu  Po,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu  Shao-chun,Li  Ming-dong,Tang  Yan,Xu  Ling-yu,Wei  Da-ming,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy  Koronios,Tom  Redman,Jing  Gao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amr  Bayoumi,Michael  Chu,Yasser  Hanafy,Patricia  Harrell,Gamal  Refai-Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruslan  Fomkin,Magnus  Stenbeck,Jan-Eric  Litton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li-Li  Wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinhua  Huang,Weimin  Ouyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haifeng  Hu,Xiuli  Ma,Shiwei  Tang,Guanhua  Chen,Qisheng  Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,
Sohail  Asghar,  Rukhsana,Saqib  Subhan,Simon  Fong,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongjin  Yu,Xindong  You,Quan  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun  Xu,Gang  Xiao,JiaWei  Lu,Qianhui  Liang,Jun  Shen,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael M.  T. Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fu  Yuying,Huang  Chen,Wang  Xin,Luo  Xing,Liu  Sheng,,,,,,,,,,,,,,,,,,,,,,,,,,
Chen  Yanchun,Wang  Xingpeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang  Dingyong,Tao  Yizhen,Yang  Guanghong,Li  Lijuan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qun  Wei,Guolin  Duan,Jin  Cai,Guixia  Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan  He,Xingquan  Zhu,Xindong  Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gang  Yu,Jingzhong  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man  Yuan,Xiaoli  Guo,Rui  He,Jianping  Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fang  Ying-lan,Han  Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiangdong  Zhao,Hao  Zhang,Xiao  Ji,Jianfeng  Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yan  Chen,Ming  Yang,Lin  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiongyan  Li,Hongqi  Li,Zhuang  Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson  Mwebaze,Danny  Boxhoorn,Edwin  Valentijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria  Indrawan,Minh  Vuong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Young  Choi,Jong-Youn  Bae,Chang-Joo  Moon,Doo-Kwon  Baik,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhen-Chun  Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bing  Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weichao  Li,Yong  Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peng  Peng,Qianli  Ma,Chaoxiong  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiguo  Li,Yanli  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying  Tan,Wei  Liu,Qinru  Qiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nils  Glombitza,Martin  Lipphardt,Christian  Werner,Stefan  Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavani  Thuraisingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierrick  Bruneau,Fabien  Picarougne,Marc  Gelgon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jian Zhang,Pascale  Fung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel  Munilla,R. Michael Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edirlei E. S. de Lima,Cesar T. Pozzer,Marcos C. d'Ornellas,Angelo E. M. Ciarlini,Bruno  Feij&#243,,Antonio L. Furtado,,,,,,,,,,,,,,,,,,,,,,,,
Amon  Rapp,Daniela  Cardillo,Rossana  Simeoni,Luca  Console,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony  Savidis,Effie  Karouzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduard  Gonzales,Alun  Evans,Sergi  Gonzales,Juan  Abadia,Josep  Blat,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsay  Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Assis M. Nascimento,Fernando  Lehnen,Morecy V. Mor&#233,,Salom&#227,o A. Leizer,,,,,,,,,,,,,,,,,,,,,,,,,
Mahinda  Kommalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Juli&#225,n Casasbuenas,G. Alejandro Barrera,M. Olga P. Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sohag Sundar Nanda,Sanghamitra  Mohanty,Soumya  Mishra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl&#225,udia J. Abr&#227,o de Ara&#250,jo,Fl&#225,vio S. Corr&#234,a da Silva,,,,,,,,,,,,,,,,,,,,,,,,
Qasim  Ali,Samuel Pratt Midkiff,Vijay S. Pai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry  Hoffmann,Jonathan  Eastep,Marco D. Santambrogio,Jason E. Miller,Anant  Agarwal,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius  Volz,Christian  Bizer,Martin  Gaedke,Georgi  Kobilarov,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holger  Ziekow,Benjamin  Fabian,Cristian  M&#252,ller,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr  Krajca,Vilem  Vychodil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric  Grosso,Alain  Bouju,S&#233,bastien  Musti&#232,re,,,,,,,,,,,,,,,,,,,,,,,,,,
  IBM Redbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyang-Mi  Yoo,Sang-Kwang  Lee,Young-Ho  Suh,Jae-Won  Suh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masanori  Hatanaka,Shigeo  Matsubara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc J. Hadley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mick  Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuxian  Jiang,Xinyuan  Wang,Dongyan  Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingwei  Wang,Byung-Ho  Cha,Seong-Ho  Cho,C.-C. Jay Kuo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas  Broberg,David  Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James J. Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feng-Jen  Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris  Kiefer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy  Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian D. Cerrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li  Han,Jian  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas  &#197,hlund,Karan  Mitra,Dan  Johansson,Christer  &#197,hlund,Arkady  Zaslavsky,,,,,,,,,,,,,,,,,,,,,,,,
Giuseppe  Amato,Paolo  Bolettieri,Gabriele  Costa,Francesco  la Torre,Fabio  Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi  Heimonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto  Avritzer,Rajanikanth  Tanikella,Kiran  James,Robert G. Cole,Elaine  Weyuker,,,,,,,,,,,,,,,,,,,,,,,,,,
W. -S. Chou,Leetsch C. Hsu,Peter J. -S. Shiue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IBM Redbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Barla Cambazoglu,Hugo  Zaragoza,Olivier  Chapelle,Jiang  Chen,Ciya  Liao,Zhaohui  Zheng,Jon  Degenhardt,,,,,,,,,,,,,,,,,,,,,,,,
Jason  Carter,Prasun  Dewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer A. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilhelm  Verendel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cormac  Herley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard  Pelikan,Milos  Hauskrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto  Legaspi,Ken-ichi  Fukui,Koichi  Moriyama,Satoshi  Kurihara,Masayuki  Numao,Merlin  Suarez,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred  Krzywicki,Wayne  Wobcke,Anna  Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert H. Speer,Catherine  Havasi,K. Nichole Treadway,Henry  Lieberman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel  Ortiz-Mart&#237,nez,Luis A. Leiva,Vicent  Alabau,Francisco  Casacuberta,,,,,,,,,,,,,,,,,,,,,,,,,,
Elisabeth  Andrew,,Joyce Y. Chai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shixia  Liu,Michelle X. Zhou,Giuseppe  Carenini,Huamin  Qu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Feld,Christian A. M&#252,ller,Tim  Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex  Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy  Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Chi-Yuan Chou,Bill  Lin,Subhabrata  Sen,Oliver  Spatscheck,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao  Zhao,Yan  Chen,David  Bindel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet H. Gunes,Kamil  Sarac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikhil  Bansal,Ning  Chen,Neva  Cherniavsky,Atri  Rurda,Baruch  Schieber,Maxim  Sviridenko,,,,,,,,,,,,,,,,,,,,,,,,,
George  Christodoulou,Elias  Koutsoupias,Annam&#225,ria  Kov&#225,cs,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam  Gupta,Mohammadtaghi  Hajiaghayi,Viswanath  Nagarajan,R.  Ravi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pralay  Mitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmet Emre Alada&#287,,Cesim  Erten,Melih  S&#246,zdinler,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalle  Karhu,Sami  Khuri,Juho  M&#228,kinen,Jorma  Tarhio,,,,,,,,,,,,,,,,,,,,,,,,,,
V.  Mallika,K. C. Sivakumar,E. V. Soniya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco  Reinaldo,Md. Anishur Rahman,Carlos Fernandes Alves,Andreia  Malucelli,Rui  Camacho,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoji  Onishi,Hiroshi  Igaki,Masahide  Nakamura,Ken-ichi  Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okanovi&#263,  Du&#353,an,Vidakovi&#263,  Milan,,,,,,,,,,,,,,,,,,,,,,,,,,
Jing  Yan,Ning-Yi  Xu,Xiong-Fei  Cai,Rui  Gao,Yu  Wang,Rong  Luo,Feng-Hsiung  Hsu,,,,,,,,,,,,,,,,,,,,,,,,
Yogesh  Simmhan,Catharine van Ingen,Alex  Szalay,Roger  Barga,Jim  Heasley,,,,,,,,,,,,,,,,,,,,,,,,,,
James  Hendler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanzhi  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun  Wang,Xiang  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingsheng  Liu,Jianhua  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuoben  Bi,Xueshi  Dong,Shengjun  Xue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaodong  Zang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zongtao  Duan,Yanni  Zhang,Zongyuan  Duan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarjon  Defit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niu  Dongxiao,Zhang  Yunyun,Liu  Jinpeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min  Shan,Xianrong  Wang,Lijun  Zhao,Lili  Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nils  Hasler,Thorsten  Thorm&#228,hlen,Bodo  Rosenhahn,Hans-Peter  Seidel,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadhwi  Srinivas,Abhishek  Biswas,Jagannathan  Srinivasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit  Awekar,Nagiza F. Samatova,Paul  Breimyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seung-Hwan  Lim,Sang-Wook  Kim,Sunju  Park,Joon Ho Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Tepper,Fei  Xia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albrecht  Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anuj  Srivastava,James N. Damon,Ian L. Dryden,Ian H. Jermyn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latif  Ladid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vassil  Alexandrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac  Agudo,Jose M. Piquer, L. Vivas,Javier  L&#243,pez,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyan  Bontchev,Dessislava  Vassileva,Boryana  Chavkova,Vladimir  Mitev,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zekie  Shevked,Ludmil  Dakovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl O. Jones,Wilfried  Hengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea  Girardello,Giancarlo  Succi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga  Georgieva,Dimitar  Filev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tzvetomir  Vassilev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolay  Shopov,Veselin  Nachev,Chavdar  Damyanov,Tanya  Titova,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgi  Tuparov,Daniela  Tuparova,Ilka  Zafirova,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumen  Andreev,Valentina  Terzieva,Petia  Kademova-Katzarova,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler  Sondag,Kian L. Pokorny,Hridesh  Rajan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niakam  Kazemi,Shiva  Azadegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Brook Osborne,Antony J. Thomas,Jeffrey R.N. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane  Torbert,Uzi  Vishkin,Ron  Tzur,David J. Ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford A. Shaffer,Thomas L. Naps,Susan H. Rodger,Stephen H. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie Y.C. Chen,Michael J. Barnes,Zhihua  Qu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe  Machorro-Fern&#225,ndez,Vicente  Parra-Vega,Ismael  L&#243,pez-Ju&#225,rez,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuaki  Tanaka,Motoyuki  Ozeki,Natsuki  Oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquan  Shen,Zhi  Liu,Zhaoyang  Zhang,Hongbo  Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie E. August,Jim  Blythe,Peter N. Gabrovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad S. Obaidat,Sudip  Misra,Georgios I. Papadimitriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick  Groeneveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik  Brynjolfsson,Paul  Hofmann,John  Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Vance Wilson,Bengisu  Tulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio  Herrero-Lopez,John R. Williams,Abel  Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anind K. Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim  Chow,Dominic  Lucchetti,Tal  Garfinkel,Geoffrey  Lefebvre,Ryan  Gardner,Joshua  Mason,Sam  Small,Peter M. Chen,,,,,,,,,,,,,,,,,,,,,,,
Nicolas  Geoffray,Ga&#235,l  Thomas,Julia  Lawall,Gilles  Muller,Bertil  Folliot,,,,,,,,,,,,,,,,,,,,,,,,,
Lei  Ye,Gen  Lu,Sushanth  Kumar,Chris  Gniady,John H. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjiri A. Namjoshi,Prasad A. Kulkarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhou  Peng,Xiong  Yuhui,Meng  Zishan,Zou  Junwei,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li  Zhu,Weiming  Shen,Shaoming  Pan,Rui  Li,Zhongmin  Li,,,,,,,,,,,,,,,,,,,,,,,,,,
Jie  Zhang,Qiaoyan  Wen,Hua  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supriya  Singh,Clive  Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vidhya  Balasubramanian,Dmitri V. Kalashnikov,Sharad  Mehrotra,Nalini  Venkatasubramanian,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel  Molina,Manuel  Lozano,Carlos  Garc&#237,a-Mart&#237,nez,Francisco  Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
Charbel  El Kaed,Fran&#231,ois Gael Ottogali,Yves  Denneulin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed  Kharrat,Iulian Sandu Popa,Karine  Zeitouni,Sami  Faiz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klaus  Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakan  Duman,Hani  Hagras,Victor  Callaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni  Acampora,Matteo  Gaeta,Vincenzo  Loia,Athanasios V.  Vasilakos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew  Odlyzko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. J. O'Connor,Ben  Sangster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. C. Nalavade,B. B. Meshram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.  Gurav,R.  Shaikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.  Shirgaonkar,T.  Rajkumar,V.  Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. G. Gaur,R.  Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.  Gupta,J.  Saraf,N.  Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Paik,I.  Santiprabha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.  Sata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Chitlangia,S.  Singor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.  Mavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akshar  Joshi,Gautam  Mishra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul S. Khokale,Manish T. Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashree  Kalpathy-Cramer,William  Hersh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik M. Schmidt,Douglas  Turnbull,Youngmoo E. Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley M. Oudenne,Youngmoo E. Kim,Douglas S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George V. Neville-Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig  Hennessey,Andrew T. Duchowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pieter  Blignaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.  Yang,L. T. Wilson,J.  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hossein  Mohammadi,Abbas  Rajabifard,Ian P. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahim  Kawsar,Kaori  Fujinami,Tatsuo  Nakajima,Jong Hyuk Park,Sang-Soo  Yeo,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian  Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose  Romero-Mariona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Green II,Tim  Menzies,Steven  Williams,Oussama  El-Rawas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaimaa  Ali,James H. Andrews,Tamilselvi  Dhandapani,Wantao  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandro  Boccuzzo,Harald C. Gall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan  Lemon,Aaron  Riesbeck,Tim  Menzies,Justin  Price,Joseph  D'Alessandro,Rikard  Carlsson,Tomi  Prifiti,Fayola  Peters,Hiuhua  Lu,Dan  Port,,,,,,,,,,,,,,,,,,,,,
Shivkumar  Shivaji,E. James Whitehead Jr.,Ram  Akella,Sunghun  Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevon M. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rassoul  Roustaei,Fateme Yousefi Fakhr,Ali  Movaghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhao  Liping,Li Yong Gui,Zhao  Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger D. Chamberlain,Mark A. Franklin,Eric J. Tyson,James H. Buckley,Jeremy  Buhler,Greg  Galloway,Saurabh  Gayen,Michael  Hall,E. F.  Berkley Shands,Naveen  Singla,,,,,,,,,,,,,,,,,,,,,
